X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766654.44;6284819.88;0.76;0.24;0.79;6080
766656.68;6284818.64;0.66;0.16;0.9;5280
766659.26;6284817.25;0.65;0.16;0.84;5200
766661.85;6284815.84;0.64;0.18;0.73;5120
766664.1;6284814.63;0.69;0.15;0.82;5520
766667.15;6284813.09;0.7;0.42;0.75;5600
766669.57;6284811.87;0.72;0.29;0.84;5760
766672.3;6284810.37;0.72;0.34;0.77;5760
766675.04;6284808.93;0.79;0.5;0.74;6320
766677.37;6284807.72;0.72;0.2;0.88;5760
766679.97;6284806.31;0.69;0.46;0.6;5520
766682.64;6284804.98;0.78;0.48;0.65;6240
766685.2;6284803.63;0.78;0.36;0.81;6240
766687.82;6284802.25;0.74;0.43;0.76;5920
766690.52;6284800.85;0.73;0.35;0.86;5840
766693.13;6284799.54;0.66;0.39;0.82;5280
766695.69;6284798.15;0.72;0.47;0.84;5760
766698.51;6284796.63;0.73;0.48;0.86;5840
766701.02;6284795.32;0.74;0.24;0.87;5920
766703.67;6284793.94;0.73;0.33;0.83;5840
766706.26;6284792.5;0.73;0.44;0.75;5840
766708.79;6284791.18;0.77;0.35;0.75;6160
766711.48;6284789.73;0.74;0.27;0.81;5920
766714.13;6284788.31;0.75;0.41;0.77;6000
766716.7;6284786.98;0.67;0.25;0.85;5360
766719.34;6284785.6;0.68;0.33;0.85;5440
766721.93;6284784.23;0.71;0.21;0.81;5680
766724.81;6284782.79;0.73;0.27;0.76;5840
766727.17;6284781.56;0.73;0.19;0.81;5840
766729.76;6284780.13;0.78;0.25;0.79;6240
766732.64;6284778.65;0.71;0.43;0.83;5680
766735.33;6284777.21;0.72;0.53;0.75;5760
766737.77;6284775.94;0.81;0.3;0.67;6480
766740.34;6284774.63;0.73;0.18;0.81;5840
766743.48;6284772.97;0.7;0.5;0.67;5600
766746.08;6284771.61;0.71;0.54;0.86;5680
766748.64;6284770.19;0.75;0.39;0.9;6000
766751.07;6284768.86;0.65;0.59;0.78;5200
766753.57;6284767.57;0.7;0.48;0.75;5600
766756.24;6284766.12;0.78;0.43;0.82;6240
766758.96;6284764.73;0.7;0.5;0.82;5600
766761.53;6284763.36;0.89;0.52;0.86;7120
766764;6284762.07;0.76;0.23;0.87;6080
766766.59;6284760.7;0.74;0.3;0.91;5920
766769.14;6284759.3;0.8;0.24;0.89;6400
766771.74;6284757.98;0.7;0.33;0.83;5600
766774.44;6284756.54;0.77;0.43;0.84;6160
766777;6284755.3;0.76;0.35;0.77;6080
766779.72;6284753.95;0.68;0.49;0.81;5440
766782.47;6284752.55;0.74;0.39;0.87;5920
766784.86;6284751.24;0.64;0.21;0.94;5120
766785.32;6284750.88;0.82;0.2;1;6560
766786.1;6284750.33;0.76;0.32;0.97;6080
766786.57;6284749.91;0.57;0.12;0.47;4560
